INFO: [SIM 2] *************** CSIM start ***************
INFO: [SIM 4] CSIM will launch GCC as the compiler.
   Compiling ../../../../../src/tb_mlp.cpp in debug mode
   Compiling ../../../../../src/mlp.cpp in debug mode
   Generating csim.exe
opening file: network_inputs_fullbatch.dat
opening file: theta1.dat
opening file: theta2.dat
opening file: network_outputs_fullbatch.dat

L1 weights matrix read in successfully

L2 weights matrix read in successfully

beginning test
i=0, digit=10, net=10
i=3992, digit=7, net=7
i=3993, digit=7, net=7
i=3994, digit=7, net=7
i=3995, digit=7, net=7
i=3996, digit=7, net=7
i=3997, digit=7, net=7
i=3998, digit=7, net=7
i=3999, digit=7, net=7
i=4000, digit=8, net=8
i=4001, digit=8, net=8
i=4002, digit=8, net=8
i=4003, digit=8, net=8
i=4004, digit=8, net=8
i=4005, digit=8, net=8
i=4006, digit=8, net=8
i=4007, digit=8, net=8
i=4008, digit=8, net=8
i=4009, digit=8, net=8
i=4010, digit=8, net=8
i=4011, digit=8, net=8
i=4012, digit=8, net=8
i=4013, digit=8, net=8
i=4014, digit=8, net=8
i=4015, digit=8, net=8
i=4016, digit=8, net=8
i=4017, digit=8, net=8
i=4018, digit=8, net=8
i=4019, digit=8, net=8
i=4020, digit=8, net=8
i=4021, digit=8, net=8
i=4022, digit=8, net=8
i=4023, digit=8, net=8
i=4024, digit=8, net=8
i=4025, digit=8, net=8
i=4026, digit=8, net=8
i=4027, digit=8, net=8
i=4028, digit=8, net=8
i=4029, digit=8, net=8
i=4030, digit=8, net=8
i=4031, digit=8, net=8
i=4032, digit=8, net=4
i=4033, digit=8, net=8
i=4034, digit=8, net=8
i=4035, digit=8, net=8
i=4036, digit=8, net=8
i=4037, digit=8, net=8
i=4038, digit=8, net=8
i=4039, digit=8, net=8
i=4040, digit=8, net=8
i=4041, digit=8, net=8
i=4042, digit=8, net=8
i=4043, digit=8, net=8
i=4044, digit=8, net=8
i=4045, digit=8, net=8
i=4046, digit=8, net=8
i=4047, digit=8, net=8
i=4048, digit=8, net=8
i=4049, digit=8, net=8
i=4050, digit=8, net=8
i=4051, digit=8, net=8
i=4052, digit=8, net=8
i=4053, digit=8, net=8
i=4054, digit=8, net=8
i=4055, digit=8, net=8
i=4056, digit=8, net=8
i=4057, digit=8, net=1
i=4058, digit=8, net=8
i=4059, digit=8, net=8
i=4060, digit=8, net=8
i=4061, digit=8, net=8
i=4062, digit=8, net=8
i=4063, digit=8, net=8
i=4064, digit=8, net=8
i=4065, digit=8, net=8
i=4066, digit=8, net=8
i=4067, digit=8, net=8
i=4068, digit=8, net=8
i=4069, digit=8, net=2
i=4070, digit=8, net=8
i=4071, digit=8, net=8
i=4072, digit=8, net=8
i=4073, digit=8, net=8
i=4074, digit=8, net=8
i=4075, digit=8, net=8
i=4076, digit=8, net=8
i=4077, digit=8, net=8
i=4078, digit=8, net=8
i=4079, digit=8, net=8
i=4080, digit=8, net=8
i=4081, digit=8, net=8
i=4082, digit=8, net=8
i=4083, digit=8, net=8
i=4084, digit=8, net=8
i=4085, digit=8, net=8
i=4086, digit=8, net=8
i=4087, digit=8, net=8
i=4088, digit=8, net=8
i=4089, digit=8, net=8
i=4090, digit=8, net=8
i=4091, digit=8, net=8
i=4092, digit=8, net=8
i=4093, digit=8, net=8
i=4094, digit=8, net=8
i=4095, digit=8, net=8
i=4096, digit=8, net=8
i=4097, digit=8, net=8
i=4098, digit=8, net=8
i=4099, digit=8, net=8
i=4100, digit=8, net=2
i=4101, digit=8, net=8
i=4102, digit=8, net=8
i=4103, digit=8, net=8
i=4104, digit=8, net=8
i=4105, digit=8, net=8
i=4106, digit=8, net=8
i=4107, digit=8, net=8
i=4108, digit=8, net=8
i=4109, digit=8, net=8
i=4110, digit=8, net=8
i=4111, digit=8, net=8
i=4112, digit=8, net=8
i=4113, digit=8, net=8
i=4114, digit=8, net=8
i=4115, digit=8, net=8
i=4116, digit=8, net=8
i=4117, digit=8, net=8
i=4118, digit=8, net=8
i=4119, digit=8, net=8
i=4120, digit=8, net=8
i=4121, digit=8, net=8
i=4122, digit=8, net=8
i=4123, digit=8, net=8
i=4124, digit=8, net=8
i=4125, digit=8, net=8
i=4126, digit=8, net=8
i=4127, digit=8, net=8
i=4128, digit=8, net=8
i=4129, digit=8, net=8
i=4130, digit=8, net=8
i=4131, digit=8, net=8
i=4132, digit=8, net=8
i=4133, digit=8, net=8
i=4134, digit=8, net=8
i=4135, digit=8, net=8
i=4136, digit=8, net=8
i=4137, digit=8, net=8
i=4138, digit=8, net=8
i=4139, digit=8, net=8
i=4140, digit=8, net=8
i=4141, digit=8, net=8
i=4142, digit=8, net=8
i=4143, digit=8, net=8
i=4144, digit=8, net=8
i=4145, digit=8, net=8
i=4146, digit=8, net=8
i=4147, digit=8, net=8
i=4148, digit=8, net=8
i=4149, digit=8, net=8
i=4150, digit=8, net=8
i=4151, digit=8, net=8
i=4152, digit=8, net=8
i=4153, digit=8, net=8
i=4154, digit=8, net=8
i=4155, digit=8, net=8
i=4156, digit=8, net=8
i=4157, digit=8, net=8
i=4158, digit=8, net=8
i=4159, digit=8, net=8
i=4160, digit=8, net=8
i=4161, digit=8, net=8
i=4162, digit=8, net=8
i=4163, digit=8, net=8
i=4164, digit=8, net=8
i=4165, digit=8, net=8
i=4166, digit=8, net=8
i=4167, digit=8, net=8
i=4168, digit=8, net=9
i=4169, digit=8, net=8
i=4170, digit=8, net=8
i=4171, digit=8, net=8
i=4172, digit=8, net=8
i=4173, digit=8, net=8
i=4174, digit=8, net=8
i=4175, digit=8, net=8
i=4176, digit=8, net=8
i=4177, digit=8, net=8
i=4178, digit=8, net=8
i=4179, digit=8, net=8
i=4180, digit=8, net=8
i=4181, digit=8, net=8
i=4182, digit=8, net=8
i=4183, digit=8, net=1
i=4184, digit=8, net=8
i=4185, digit=8, net=8
i=4186, digit=8, net=8
i=4187, digit=8, net=8
i=4188, digit=8, net=8
i=4189, digit=8, net=8
i=4190, digit=8, net=8
i=4191, digit=8, net=8
i=4192, digit=8, net=8
i=4193, digit=8, net=8
i=4194, digit=8, net=8
i=4195, digit=8, net=8
i=4196, digit=8, net=8
i=4197, digit=8, net=8
i=4198, digit=8, net=8
i=4199, digit=8, net=8
i=4200, digit=8, net=8
i=4201, digit=8, net=8
i=4202, digit=8, net=8
i=4203, digit=8, net=8
i=4204, digit=8, net=8
i=4205, digit=8, net=8
i=4206, digit=8, net=8
i=4207, digit=8, net=8
i=4208, digit=8, net=8
i=4209, digit=8, net=8
i=4210, digit=8, net=8
i=4211, digit=8, net=8
i=4212, digit=8, net=8
i=4213, digit=8, net=8
i=4214, digit=8, net=8
i=4215, digit=8, net=8
i=4216, digit=8, net=8
i=4217, digit=8, net=8
i=4218, digit=8, net=8
i=4219, digit=8, net=8
i=4220, digit=8, net=8
i=4221, digit=8, net=8
i=4222, digit=8, net=8
i=4223, digit=8, net=8
i=4224, digit=8, net=8
i=4225, digit=8, net=8
i=4226, digit=8, net=8
i=4227, digit=8, net=8
i=4228, digit=8, net=8
i=4229, digit=8, net=8
i=4230, digit=8, net=8
i=4231, digit=8, net=8
i=4232, digit=8, net=8
i=4233, digit=8, net=8
i=4234, digit=8, net=8
i=4235, digit=8, net=8
i=4236, digit=8, net=8
i=4237, digit=8, net=8
i=4238, digit=8, net=8
i=4239, digit=8, net=8
i=4240, digit=8, net=8
i=4241, digit=8, net=8
i=4242, digit=8, net=8
i=4243, digit=8, net=8
i=4244, digit=8, net=8
i=4245, digit=8, net=8
i=4246, digit=8, net=8
i=4247, digit=8, net=8
i=4248, digit=8, net=8
i=4249, digit=8, net=8
i=4250, digit=8, net=8
i=4251, digit=8, net=8
i=4252, digit=8, net=8
i=4253, digit=8, net=8
i=4254, digit=8, net=8
i=4255, digit=8, net=8
i=4256, digit=8, net=5
i=4257, digit=8, net=8
i=4258, digit=8, net=8
i=4259, digit=8, net=8
i=4260, digit=8, net=8
i=4261, digit=8, net=8
i=4262, digit=8, net=8
i=4263, digit=8, net=8
i=4264, digit=8, net=8
i=4265, digit=8, net=8
i=4266, digit=8, net=8
i=4267, digit=8, net=8
i=4268, digit=8, net=8
i=4269, digit=8, net=8
i=4270, digit=8, net=8
i=4271, digit=8, net=8
i=4272, digit=8, net=8
i=4273, digit=8, net=8
i=4274, digit=8, net=8
i=4275, digit=8, net=8
i=4276, digit=8, net=8
i=4277, digit=8, net=8
i=4278, digit=8, net=8
i=4279, digit=8, net=8
i=4280, digit=8, net=8
i=4281, digit=8, net=8
i=4282, digit=8, net=8
i=4283, digit=8, net=8
i=4284, digit=8, net=8
i=4285, digit=8, net=8
i=4286, digit=8, net=8
i=4287, digit=8, net=8
i=4288, digit=8, net=8
i=4289, digit=8, net=8
i=4290, digit=8, net=8
i=4291, digit=8, net=8
i=4292, digit=8, net=8
i=4293, digit=8, net=8
i=4294, digit=8, net=8
i=4295, digit=8, net=8
i=4296, digit=8, net=8
i=4297, digit=8, net=8
i=4298, digit=8, net=8
i=4299, digit=8, net=8
i=4300, digit=8, net=8
i=4301, digit=8, net=8
i=4302, digit=8, net=8
i=4303, digit=8, net=8
i=4304, digit=8, net=8
i=4305, digit=8, net=8
i=4306, digit=8, net=1
i=4307, digit=8, net=8
i=4308, digit=8, net=8
i=4309, digit=8, net=8
i=4310, digit=8, net=8
i=4311, digit=8, net=8
i=4312, digit=8, net=8
i=4313, digit=8, net=8
i=4314, digit=8, net=8
i=4315, digit=8, net=8
i=4316, digit=8, net=8
i=4317, digit=8, net=8
i=4318, digit=8, net=8
i=4319, digit=8, net=8
i=4320, digit=8, net=8
i=4321, digit=8, net=8
i=4322, digit=8, net=8
i=4323, digit=8, net=8
i=4324, digit=8, net=8
i=4325, digit=8, net=8
i=4326, digit=8, net=8
i=4327, digit=8, net=8
i=4328, digit=8, net=8
i=4329, digit=8, net=8
i=4330, digit=8, net=8
i=4331, digit=8, net=8
i=4332, digit=8, net=8
i=4333, digit=8, net=8
i=4334, digit=8, net=8
i=4335, digit=8, net=8
i=4336, digit=8, net=8
i=4337, digit=8, net=8
i=4338, digit=8, net=8
i=4339, digit=8, net=8
i=4340, digit=8, net=8
i=4341, digit=8, net=8
i=4342, digit=8, net=8
i=4343, digit=8, net=8
i=4344, digit=8, net=8
i=4345, digit=8, net=8
i=4346, digit=8, net=8
i=4347, digit=8, net=8
i=4348, digit=8, net=8
i=4349, digit=8, net=8
i=4350, digit=8, net=8
i=4351, digit=8, net=8
i=4352, digit=8, net=8
i=4353, digit=8, net=8
i=4354, digit=8, net=8
i=4355, digit=8, net=8
i=4356, digit=8, net=8
i=4357, digit=8, net=8
i=4358, digit=8, net=8
i=4359, digit=8, net=8
i=4360, digit=8, net=8
i=4361, digit=8, net=8
i=4362, digit=8, net=8
i=4363, digit=8, net=8
i=4364, digit=8, net=8
i=4365, digit=8, net=8
i=4366, digit=8, net=8
i=4367, digit=8, net=8
i=4368, digit=8, net=8
i=4369, digit=8, net=8
i=4370, digit=8, net=8
i=4371, digit=8, net=8
i=4372, digit=8, net=8
i=4373, digit=8, net=8
i=4374, digit=8, net=8
i=4375, digit=8, net=8
i=4376, digit=8, net=8
i=4377, digit=8, net=8
i=4378, digit=8, net=8
i=4379, digit=8, net=8
i=4380, digit=8, net=8
i=4381, digit=8, net=8
i=4382, digit=8, net=8
i=4383, digit=8, net=8
i=4384, digit=8, net=8
i=4385, digit=8, net=8
i=4386, digit=8, net=8
i=4387, digit=8, net=8
i=4388, digit=8, net=8
i=4389, digit=8, net=8
i=4390, digit=8, net=8
i=4391, digit=8, net=8
i=4392, digit=8, net=8
i=4393, digit=8, net=4
i=4394, digit=8, net=8
i=4395, digit=8, net=8
i=4396, digit=8, net=8
i=4397, digit=8, net=8
i=4398, digit=8, net=8
i=4399, digit=8, net=8
i=4400, digit=8, net=8
i=4401, digit=8, net=8
i=4402, digit=8, net=8
i=4403, digit=8, net=8
i=4404, digit=8, net=8
i=4405, digit=8, net=8
i=4406, digit=8, net=8
i=4407, digit=8, net=8
i=4408, digit=8, net=8
i=4409, digit=8, net=8
i=4410, digit=8, net=8
i=4411, digit=8, net=8
i=4412, digit=8, net=8
i=4413, digit=8, net=8
i=4414, digit=8, net=8
i=4415, digit=8, net=8
i=4416, digit=8, net=8
i=4417, digit=8, net=8
i=4418, digit=8, net=8
i=4419, digit=8, net=8
i=4420, digit=8, net=8
i=4421, digit=8, net=8
i=4422, digit=8, net=8
i=4423, digit=8, net=8
i=4424, digit=8, net=8
i=4425, digit=8, net=8
i=4426, digit=8, net=8
i=4427, digit=8, net=8
i=4428, digit=8, net=1
i=4429, digit=8, net=8
i=4430, digit=8, net=8
i=4431, digit=8, net=8
i=4432, digit=8, net=8
i=4433, digit=8, net=8
i=4434, digit=8, net=8
i=4435, digit=8, net=8
i=4436, digit=8, net=8
i=4437, digit=8, net=8
i=4438, digit=8, net=8
i=4439, digit=8, net=8
i=4440, digit=8, net=8
i=4441, digit=8, net=8
i=4442, digit=8, net=8
i=4443, digit=8, net=8
i=4444, digit=8, net=8
i=4445, digit=8, net=8
i=4446, digit=8, net=8
i=4447, digit=8, net=8
i=4448, digit=8, net=8
i=4449, digit=8, net=8
i=4450, digit=8, net=8
i=4451, digit=8, net=8
i=4452, digit=8, net=8
i=4453, digit=8, net=8
i=4454, digit=8, net=8
i=4455, digit=8, net=8
i=4456, digit=8, net=8
i=4457, digit=8, net=8
i=4458, digit=8, net=8
i=4459, digit=8, net=8
i=4460, digit=8, net=8
i=4461, digit=8, net=8
i=4462, digit=8, net=8
i=4463, digit=8, net=8
i=4464, digit=8, net=8
i=4465, digit=8, net=8
i=4466, digit=8, net=8
i=4467, digit=8, net=8
i=4468, digit=8, net=8
i=4469, digit=8, net=8
i=4470, digit=8, net=8
i=4471, digit=8, net=8
i=4472, digit=8, net=8
i=4473, digit=8, net=8
i=4474, digit=8, net=8
i=4475, digit=8, net=8
i=4476, digit=8, net=8
i=4477, digit=8, net=3
i=4478, digit=8, net=8
i=4479, digit=8, net=8
i=4480, digit=8, net=8
i=4481, digit=8, net=8
i=4482, digit=8, net=8
i=4483, digit=8, net=8
i=4484, digit=8, net=8
i=4485, digit=8, net=8
i=4486, digit=8, net=8
i=4487, digit=8, net=8
i=4488, digit=8, net=8
i=4489, digit=8, net=8
i=4490, digit=8, net=8
i=4491, digit=8, net=8
i=4492, digit=8, net=8
i=4493, digit=8, net=8
i=4494, digit=8, net=8
i=4495, digit=8, net=8
i=4496, digit=8, net=8
i=4497, digit=8, net=8
i=4498, digit=8, net=8
i=4499, digit=8, net=8
i=4500, digit=9, net=9
i=4501, digit=9, net=9
i=4502, digit=9, net=9
i=4503, digit=9, net=9
i=4504, digit=9, net=9
i=4505, digit=9, net=9
i=4506, digit=9, net=5
i=4507, digit=9, net=9
i=4508, digit=9, net=9
i=4509, digit=9, net=10
i=4510, digit=9, net=9
i=4511, digit=9, net=9
i=4512, digit=9, net=9
i=4513, digit=9, net=9
i=4514, digit=9, net=9
i=4515, digit=9, net=9
i=4516, digit=9, net=9
i=4517, digit=9, net=9
i=4518, digit=9, net=9
i=4519, digit=9, net=7
i=4520, digit=9, net=9
i=4521, digit=9, net=9
i=4522, digit=9, net=9
i=4523, digit=9, net=9
i=4524, digit=9, net=9
i=4525, digit=9, net=9
i=4526, digit=9, net=9
i=4527, digit=9, net=9
i=4528, digit=9, net=9
i=4529, digit=9, net=9
i=4530, digit=9, net=9
i=4531, digit=9, net=7
i=4532, digit=9, net=9
i=4533, digit=9, net=9
i=4534, digit=9, net=9
i=4535, digit=9, net=9
i=4536, digit=9, net=9
i=4537, digit=9, net=9
i=4538, digit=9, net=9
i=4539, digit=9, net=9
i=4540, digit=9, net=9
i=4541, digit=9, net=9
i=4542, digit=9, net=9
i=4543, digit=9, net=9
i=4544, digit=9, net=9
i=4545, digit=9, net=9
i=4546, digit=9, net=9
i=4547, digit=9, net=9
i=4548, digit=9, net=9
i=4549, digit=9, net=9
i=4550, digit=9, net=9
i=4551, digit=9, net=9
i=4552, digit=9, net=9
i=4553, digit=9, net=9
i=4554, digit=9, net=9
i=4555, digit=9, net=9
i=4556, digit=9, net=9
i=4557, digit=9, net=9
i=4558, digit=9, net=9
i=4559, digit=9, net=9
i=4560, digit=9, net=9
i=4561, digit=9, net=9
i=4562, digit=9, net=9
i=4563, digit=9, net=9
i=4564, digit=9, net=9
i=4565, digit=9, net=9
i=4566, digit=9, net=9
i=4567, digit=9, net=9
i=4568, digit=9, net=4
i=4569, digit=9, net=9
i=4570, digit=9, net=9
i=4571, digit=9, net=9
i=4572, digit=9, net=9
i=4573, digit=9, net=9
i=4574, digit=9, net=9
i=4575, digit=9, net=9
i=4576, digit=9, net=9
i=4577, digit=9, net=9
i=4578, digit=9, net=9
i=4579, digit=9, net=9
i=4580, digit=9, net=9
i=4581, digit=9, net=9
i=4582, digit=9, net=8
i=4583, digit=9, net=9
i=4584, digit=9, net=9
i=4585, digit=9, net=9
i=4586, digit=9, net=9
i=4587, digit=9, net=9
i=4588, digit=9, net=9
i=4589, digit=9, net=9
i=4590, digit=9, net=9
i=4591, digit=9, net=9
i=4592, digit=9, net=9
i=4593, digit=9, net=10
i=4594, digit=9, net=9
i=4595, digit=9, net=9
i=4596, digit=9, net=9
i=4597, digit=9, net=9
i=4598, digit=9, net=9
i=4599, digit=9, net=9
i=4600, digit=9, net=9
i=4601, digit=9, net=9
i=4602, digit=9, net=9
i=4603, digit=9, net=9
i=4604, digit=9, net=9
i=4605, digit=9, net=9
i=4606, digit=9, net=9
i=4607, digit=9, net=9
i=4608, digit=9, net=9
i=4609, digit=9, net=9
i=4610, digit=9, net=9
i=4611, digit=9, net=9
i=4612, digit=9, net=9
i=4613, digit=9, net=9
i=4614, digit=9, net=9
i=4615, digit=9, net=9
i=4616, digit=9, net=9
i=4617, digit=9, net=9
i=4618, digit=9, net=9
i=4619, digit=9, net=9
i=4620, digit=9, net=9
i=4621, digit=9, net=9
i=4622, digit=9, net=9
i=4623, digit=9, net=9
i=4624, digit=9, net=9
i=4625, digit=9, net=9
i=4626, digit=9, net=9
i=4627, digit=9, net=8
i=4628, digit=9, net=9
i=4629, digit=9, net=9
i=4630, digit=9, net=9
i=4631, digit=9, net=9
i=4632, digit=9, net=9
i=4633, digit=9, net=9
i=4634, digit=9, net=9
i=4635, digit=9, net=9
i=4636, digit=9, net=3
i=4637, digit=9, net=9
i=4638, digit=9, net=9
i=4639, digit=9, net=3
i=4640, digit=9, net=9
i=4641, digit=9, net=9
i=4642, digit=9, net=9
i=4643, digit=9, net=9
i=4644, digit=9, net=9
i=4645, digit=9, net=9
i=4646, digit=9, net=9
i=4647, digit=9, net=9
i=4648, digit=9, net=9
i=4649, digit=9, net=9
i=4650, digit=9, net=9
i=4651, digit=9, net=9
i=4652, digit=9, net=9
i=4653, digit=9, net=9
i=4654, digit=9, net=9
i=4655, digit=9, net=9
i=4656, digit=9, net=9
i=4657, digit=9, net=9
i=4658, digit=9, net=9
i=4659, digit=9, net=9
i=4660, digit=9, net=9
i=4661, digit=9, net=9
i=4662, digit=9, net=9
i=4663, digit=9, net=9
i=4664, digit=9, net=9
i=4665, digit=9, net=9
i=4666, digit=9, net=9
i=4667, digit=9, net=9
i=4668, digit=9, net=9
i=4669, digit=9, net=9
i=4670, digit=9, net=9
i=4671, digit=9, net=9
i=4672, digit=9, net=9
i=4673, digit=9, net=9
i=4674, digit=9, net=9
i=4675, digit=9, net=9
i=4676, digit=9, net=9
i=4677, digit=9, net=9
i=4678, digit=9, net=9
i=4679, digit=9, net=9
i=4680, digit=9, net=9
i=4681, digit=9, net=9
i=4682, digit=9, net=9
i=4683, digit=9, net=9
i=4684, digit=9, net=9
i=4685, digit=9, net=9
i=4686, digit=9, net=9
i=4687, digit=9, net=9
i=4688, digit=9, net=9
i=4689, digit=9, net=9
i=4690, digit=9, net=9
i=4691, digit=9, net=9
i=4692, digit=9, net=9
i=4693, digit=9, net=9
i=4694, digit=9, net=9
i=4695, digit=9, net=9
i=4696, digit=9, net=9
i=4697, digit=9, net=9
i=4698, digit=9, net=9
i=4699, digit=9, net=9
i=4700, digit=9, net=9
i=4701, digit=9, net=9
i=4702, digit=9, net=9
i=4703, digit=9, net=9
i=4704, digit=9, net=9
i=4705, digit=9, net=9
i=4706, digit=9, net=9
i=4707, digit=9, net=9
i=4708, digit=9, net=7
i=4709, digit=9, net=9
i=4710, digit=9, net=9
i=4711, digit=9, net=9
i=4712, digit=9, net=9
i=4713, digit=9, net=9
i=4714, digit=9, net=9
i=4715, digit=9, net=9
i=4716, digit=9, net=9
i=4717, digit=9, net=9
i=4718, digit=9, net=9
i=4719, digit=9, net=9
i=4720, digit=9, net=9
i=4721, digit=9, net=9
i=4722, digit=9, net=9
i=4723, digit=9, net=9
i=4724, digit=9, net=9
i=4725, digit=9, net=9
i=4726, digit=9, net=9
i=4727, digit=9, net=9
i=4728, digit=9, net=9
i=4729, digit=9, net=9
i=4730, digit=9, net=9
i=4731, digit=9, net=9
i=4732, digit=9, net=9
i=4733, digit=9, net=9
i=4734, digit=9, net=9
i=4735, digit=9, net=9
i=4736, digit=9, net=9
i=4737, digit=9, net=9
i=4738, digit=9, net=9
i=4739, digit=9, net=9
i=4740, digit=9, net=9
i=4741, digit=9, net=9
i=4742, digit=9, net=9
i=4743, digit=9, net=9
i=4744, digit=9, net=9
i=4745, digit=9, net=9
i=4746, digit=9, net=9
i=4747, digit=9, net=9
i=4748, digit=9, net=9
i=4749, digit=9, net=9
i=4750, digit=9, net=9
i=4751, digit=9, net=9
i=4752, digit=9, net=9
i=4753, digit=9, net=9
i=4754, digit=9, net=9
i=4755, digit=9, net=9
i=4756, digit=9, net=9
i=4757, digit=9, net=9
i=4758, digit=9, net=9
i=4759, digit=9, net=9
i=4760, digit=9, net=9
i=4761, digit=9, net=9
i=4762, digit=9, net=9
i=4763, digit=9, net=9
i=4764, digit=9, net=9
i=4765, digit=9, net=9
i=4766, digit=9, net=9
i=4767, digit=9, net=9
i=4768, digit=9, net=9
i=4769, digit=9, net=9
i=4770, digit=9, net=9
i=4771, digit=9, net=9
i=4772, digit=9, net=9
i=4773, digit=9, net=9
i=4774, digit=9, net=9
i=4775, digit=9, net=9
i=4776, digit=9, net=9
i=4777, digit=9, net=9
i=4778, digit=9, net=9
i=4779, digit=9, net=9
i=4780, digit=9, net=9
i=4781, digit=9, net=2
i=4782, digit=9, net=9
i=4783, digit=9, net=9
i=4784, digit=9, net=9
i=4785, digit=9, net=9
i=4786, digit=9, net=9
i=4787, digit=9, net=9
i=4788, digit=9, net=9
i=4789, digit=9, net=9
i=4790, digit=9, net=6
i=4791, digit=9, net=9
i=4792, digit=9, net=9
i=4793, digit=9, net=9
i=4794, digit=9, net=9
i=4795, digit=9, net=9
i=4796, digit=9, net=9
i=4797, digit=9, net=9
i=4798, digit=9, net=9
i=4799, digit=9, net=9
i=4800, digit=9, net=9
i=4801, digit=9, net=9
i=4802, digit=9, net=9
i=4803, digit=9, net=9
i=4804, digit=9, net=9
i=4805, digit=9, net=9
i=4806, digit=9, net=9
i=4807, digit=9, net=9
i=4808, digit=9, net=9
i=4809, digit=9, net=9
i=4810, digit=9, net=9
i=4811, digit=9, net=9
i=4812, digit=9, net=9
i=4813, digit=9, net=9
i=4814, digit=9, net=9
i=4815, digit=9, net=9
i=4816, digit=9, net=9
i=4817, digit=9, net=9
i=4818, digit=9, net=9
i=4819, digit=9, net=9
i=4820, digit=9, net=9
i=4821, digit=9, net=9
i=4822, digit=9, net=9
i=4823, digit=9, net=9
i=4824, digit=9, net=9
i=4825, digit=9, net=9
i=4826, digit=9, net=9
i=4827, digit=9, net=9
i=4828, digit=9, net=9
i=4829, digit=9, net=9
i=4830, digit=9, net=9
i=4831, digit=9, net=9
i=4832, digit=9, net=9
i=4833, digit=9, net=3
i=4834, digit=9, net=9
i=4835, digit=9, net=9
i=4836, digit=9, net=9
i=4837, digit=9, net=9
i=4838, digit=9, net=9
i=4839, digit=9, net=9
i=4840, digit=9, net=9
i=4841, digit=9, net=9
i=4842, digit=9, net=9
i=4843, digit=9, net=9
i=4844, digit=9, net=1
i=4845, digit=9, net=9
i=4846, digit=9, net=9
i=4847, digit=9, net=9
i=4848, digit=9, net=9
i=4849, digit=9, net=9
i=4850, digit=9, net=9
i=4851, digit=9, net=9
i=4852, digit=9, net=9
i=4853, digit=9, net=9
i=4854, digit=9, net=9
i=4855, digit=9, net=9
i=4856, digit=9, net=9
i=4857, digit=9, net=9
i=4858, digit=9, net=9
i=4859, digit=9, net=9
i=4860, digit=9, net=1
i=4861, digit=9, net=9
i=4862, digit=9, net=9
i=4863, digit=9, net=7
i=4864, digit=9, net=9
i=4865, digit=9, net=8
i=4866, digit=9, net=9
i=4867, digit=9, net=9
i=4868, digit=9, net=9
i=4869, digit=9, net=9
i=4870, digit=9, net=9
i=4871, digit=9, net=9
i=4872, digit=9, net=9
i=4873, digit=9, net=9
i=4874, digit=9, net=9
i=4875, digit=9, net=9
i=4876, digit=9, net=9
i=4877, digit=9, net=9
i=4878, digit=9, net=9
i=4879, digit=9, net=9
i=4880, digit=9, net=9
i=4881, digit=9, net=9
i=4882, digit=9, net=9
i=4883, digit=9, net=9
i=4884, digit=9, net=9
i=4885, digit=9, net=9
i=4886, digit=9, net=9
i=4887, digit=9, net=9
i=4888, digit=9, net=9
i=4889, digit=9, net=9
i=4890, digit=9, net=9
i=4891, digit=9, net=9
i=4892, digit=9, net=9
i=4893, digit=9, net=9
i=4894, digit=9, net=9
i=4895, digit=9, net=9
i=4896, digit=9, net=9
i=4897, digit=9, net=9
i=4898, digit=9, net=9
i=4899, digit=9, net=9
i=4900, digit=9, net=9
i=4901, digit=9, net=9
i=4902, digit=9, net=7
i=4903, digit=9, net=9
i=4904, digit=9, net=9
i=4905, digit=9, net=9
i=4906, digit=9, net=9
i=4907, digit=9, net=9
i=4908, digit=9, net=9
i=4909, digit=9, net=9
i=4910, digit=9, net=9
i=4911, digit=9, net=9
i=4912, digit=9, net=9
i=4913, digit=9, net=9
i=4914, digit=9, net=9
i=4915, digit=9, net=9
i=4916, digit=9, net=9
i=4917, digit=9, net=4
i=4918, digit=9, net=9
i=4919, digit=9, net=9
i=4920, digit=9, net=9
i=4921, digit=9, net=9
i=4922, digit=9, net=9
i=4923, digit=9, net=9
i=4924, digit=9, net=9
i=4925, digit=9, net=9
i=4926, digit=9, net=9
i=4927, digit=9, net=9
i=4928, digit=9, net=9
i=4929, digit=9, net=9
i=4930, digit=9, net=9
i=4931, digit=9, net=9
i=4932, digit=9, net=9
i=4933, digit=9, net=9
i=4934, digit=9, net=9
i=4935, digit=9, net=9
i=4936, digit=9, net=10
i=4937, digit=9, net=9
i=4938, digit=9, net=9
i=4939, digit=9, net=9
i=4940, digit=9, net=9
i=4941, digit=9, net=9
i=4942, digit=9, net=9
i=4943, digit=9, net=9
i=4944, digit=9, net=9
i=4945, digit=9, net=9
i=4946, digit=9, net=9
i=4947, digit=9, net=9
i=4948, digit=9, net=9
i=4949, digit=9, net=9
i=4950, digit=9, net=9
i=4951, digit=9, net=9
i=4952, digit=9, net=9
i=4953, digit=9, net=9
i=4954, digit=9, net=9
i=4955, digit=9, net=9
i=4956, digit=9, net=9
i=4957, digit=9, net=9
i=4958, digit=9, net=9
i=4959, digit=9, net=9
i=4960, digit=9, net=9
i=4961, digit=9, net=9
i=4962, digit=9, net=9
i=4963, digit=9, net=9
i=4964, digit=9, net=9
i=4965, digit=9, net=9
i=4966, digit=9, net=9
i=4967, digit=9, net=9
i=4968, digit=9, net=9
i=4969, digit=9, net=9
i=4970, digit=9, net=9
i=4971, digit=9, net=9
i=4972, digit=9, net=9
i=4973, digit=9, net=9
i=4974, digit=9, net=9
i=4975, digit=9, net=9
